---7dY4S1_U, 496507, r1---sn-1vo-v2vl, 
--Mqe6iYyYU, 201320, r4---sn-1vo-v2vl, 
--ZhXAeEXEs, 13828, r3---sn-1vo-v2vl, 
--bX3HgPfsE, 412068, r2---sn-1vo-v2vl, 
-0CnmEBR12E, 475, r1---sn-1vo-v2vl, 
-0ELPTGwzq4, 193992, r6---sn-1vo-v2vl, 
-0fxFyTefQk, 60974, r2---sn-1vo-v2vl, 
-0rcM3td5_4, 1567, r2---sn-1vo-v2vl, 
-1G_idIvWgI, 19185, r6---sn-1vo-v2ve, 
-27g-SF6aLw, 185863, r5---sn-1vo-v2ve, 
-2U0Ivkn2Ds, 84492808, r3---sn-1vo-v2vl, 
-2bqfDrtd6M, 2562240, r7---sn-1vo-v2vl, 
-2l05y8E4m8, 53026, r5---sn-1vo-v2ve, 
-2nUOxZUwZw, 22866, r6---sn-1vo-v2ve, 
-2o6MSFNcfc, 43795, r1---sn-1vo-v2vl, 
-2rYE5CBCU0, 66891, r5---sn-1vo-v2vl, 
-2sipQ4M2rA, 39872, r7---sn-1vo-v2vl, 
-33Itj0eplk, 511348, r6---sn-1vo-v2ve, 
-3w1dpCJ3pQ, 37652, r7---sn-1vo-v2vl, 
-5Ju_Ele1rM, 326727, r7---sn-1vo-v2ve, 
-5LRmn2ej3g, 86219, r5---sn-1vo-v2vl, 
-5MQA_GISj4, 30368, r4---sn-1vo-v2vl, 
-69IeX-yG7E, 122702, r8---sn-1vo-v2vl, 
-6T1orKJ2lU, 970, r3---sn-1vo-v2vl, 
-6ULIgmBw08, 408, r8---sn-1vo-v2ve, 
-6idXF_7Vb0, 21741, r2---sn-1vo-v2vl, 
-7Od7CeR3eA, 14004, r1---sn-1vo-v2ve, 
-7r2JfpN8Tw, 2094, r8---sn-1vo-v2vl, 
-811qF-_Qls, 49716, r6---sn-1vo-v2vl, 
-8pRJc0TbdU, 93284, r6---sn-1vo-v2vl, 
-98zLZTCrro, 51703, r6---sn-1vo-v2ve, 
-9S9myucJBs, 17, r7---sn-1vo-v2ve, 
-9sLm4trJjU, 51110, r4---sn-1vo-v2vl, 
-AOb6S8fUA4, 844, r5---sn-1vo-v2vl, 
-AbPlw7tsjI, 158222, r2---sn-1vo-v2vl, 
-B3AnpGw72U, 131910, r8---sn-1vo-v2ve, 
-BWnTW4rL0U, 3976845, r6---sn-1vo-v2vl, 
-BZl3GE8i2Q, 87971, r3---sn-1vo-v2vl, 
-Bbd-yQRfBg, 15711, r5---sn-1vo-v2vl, 
-Byp84Fw2ew, 7626, r2---sn-1vo-v2vl, 
-De__Y0PMNg, 38358, r1---sn-1vo-v2vl, 
-EFBGgSX-cQ, 82019, r1---sn-1vo-v2ve, 
-F3BhwkGoKE, 2840215, r8---sn-1vo-v2vl, 
-FG3Upwt3Qg, 262328, r8---sn-1vo-v2vl, 
-FTbMDLoJ4o, 114060, r3---sn-1vo-v2vl, 
-FlRToj-cvw, 27027, r3---sn-1vo-v2vl, 
-FolHh7MUV0, 19603, r5---sn-1vo-v2ve, 
-GDObrwJRA0, 1090500, r4---sn-1vo-v2vl, 
-GVBxni_HKE, 15335, r8---sn-1vo-v2vl, 
-HLHI53pNbw, 211777, r6---sn-1vo-v2vl, 
-HnoVtpHbns, 113036, r5---sn-1vo-v2ve, 
-I10J7xaK8Y, 50382, r5---sn-1vo-v2vl, 
-JgYJd12owI, 8049, r1---sn-1vo-v2ve, 
-KA8EoHyZl8, 29608, r1---sn-1vo-v2vl, 
-L3D5yGhT7U, 132208, r2---sn-1vo-v2ve, 
-LJGUfFyOik, 111282, r6---sn-1vo-v2ve, 
-LwrbbAEyUw, 490109, r4---sn-1vo-v2ve, 
-LySWnuC5dY, 343101, r5---sn-1vo-v2vl, 
-M5NJ-KWoYI, 99938, r3---sn-1vo-v2ve, 
-McD0fTrXOI, 63963, r5---sn-1vo-v2vl, 
-MjQ_qcpOdE, 39958, r1---sn-1vo-v2vl, 
-N4XVs6Fv8s, 13918, r4---sn-1vo-v2vl, 
-NaMBNy-hc8, 254027, r4---sn-1vo-v2vl, 
-Nw1-u5-aYs, 44708, r4---sn-1vo-v2vl, 
